 (वैद्य २५८)	༄༣༡༤བ་། །རྒྱ་གར་སྐད་དུ་།
 अथ स धर्मभाणकस्तस्यैतदवोचत् - एकस्याक्षरस्यापि न भवति दक्षिणा,	དེ་ནས་ཆོས་ཀྱི་མཁན་པོ་དེས་དེ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ་༎
 प्रागेव षडक्षरिमहाविद्यायाः ।	ཡི་གེ་གཅིག་གི་ཡོན་དུའང་མེད་ན་ཡི་གེ་དྲུག་པའི་རིག་སྔགས་ཆེན་མོའི་ལྟ་ཅི་སྨོས་།
 न च गृह्णामि कुलपुत्र त्वत्सकाशात् ।	རིགས་༄༣༧༤བ་ཀྱི་བུ༏་ང་ནི་ཁྱོད་ལས་ལེན་པའང་མེད་དོ་༎
 त्वं च बोधिसत्त्वभूत (वैद्य ३०१)	ཁྱོད་ཀྱང་བྱང་ཆུབ་སེམས་དཔར་གྱུར་པ་སྟེ་།
 आर्यो ऽनार्यो ऽसि मा वैनेयश्च त्वं कुलपुत्र ।	ཁྱོད་ནི་འཕགས་པ་ཡིན་གྱི་མ་འཕགས་པ་མ་ཡིན་། རིགས་ཀྱི་བུ་ཁྱོད་ནི་ངས་འདུལ་བ་ཡིན་ནོ་༎
 तेन तस्य शतसहस्रमूल्यमुक्ताहारमुपनामितम् ।	དེས་དེ་ལ་མུ་ཏིག་གི་ཕྲེང་བ་རིན་བརྒྱ་སྟོང་རི་བ་ཕུལ་བ་དང་། དེས་སྨྲས་པ་།
 स कथयति - कुलपुत्र,	རིགས་ཀྱི་བུ་།
 मद्वचनेन शाक्यमुनेस्तथागतस्यार्हतः सम्यक्संबुद्धस्योपनामयितव्यम् ॥	ངའི་ཚིག་གིས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཤའཀྱ་ཐུབ་པ་ལ་ཕུལ་ཅིག་། 
 अथ सर्वनीवरणविष्कम्भी तस्य धर्मभाणकस्य पादौ शिरसा वन्दित्वा प्रक्रान्तः परिपूर्णलाभो लब्धमनोरथः ।	དེ་ནས་སྒྲིབ་པ་ཐམས་ཅད་རྣམ་པར་སེལ་བས་ཆོས་སྨྲ་བ་དེའི་རྐང་པ་ལ་མགོ་བོས་ཕྱག་བཙལ་ཏེ་སོང་ངོ་༎
 येन जेतवनविहारस्तेनोपसंक्रान्तः । उपसंक्रम्य भगवतः पादौ शिरसाभिवन्द्यैकान्ते व्यवस्थितो ऽभूत् ॥ इति षडक्षरिमहाविद्यामण्डलवर्णनं षष्ठं प्रकरणम् ॥ स्तर्त् क्व्यु २,७: सप्तमं प्रकरणम् ।	རྙེད་པར་བྱ་བ་རྙེད་ཅིང་བསམ་པ་ཡོངས་སུ་རྫོགས་ནས་ཛེ་ཏའི་ཚལ་གྱི་གཙུག་ལག་ཁང་གང་ལ་བ་དེར་སོང་སྟེ་ཕྱིན་པ་དང་། བཅོམ་ལྡན་འདས་ཤའཀྱ་ཐུབ་པའི་ཞབས་ལ་ཕྱག་བཙལ་ནས་ཕྱོགས་གཅིག་ཏུ་འདུག་གོ་།
 अथ भगवान् शाक्यमुनिस्तथागतो ऽर्हन् सम्यक्संबुद्धस्तमेतदवोचत् - लब्धलाभस्त्वं कुलपुत्र?	དེ་ནས་བཅོམ་ལྡན་འདས་དེ་བཞིན་གཤེགས་པ་དགྲ་བཅོམ་པ་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་ཤའཀྱ་ཐུབ་པས་དེ་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ་༎ རིགས་ཀྱི་བུ་ཁྱོད་ཀྱིས་རྙེད་པ་རྙེད་དམ་། བཅོམ་ལྡན་འདས་། དེ་བཞིན་ཏེ་།
 स आह - यथा भगवान् ज्ञानं संजानीते ।	ཇི་ལྟར་བཅོམ་ལྡན་འདས་ཀྱིས་མཁྱེན་པ་བཞིན་ནོ་༎
 ततः सप्तसप्ततिः सम्यक्संबुद्धकोटयः संनिपतिताः ।	དེ་ནས་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་བྱེ་བ་ཕྲག་བདུན་ཅུ་རྩ་བདུན་ཚོགས་ཏེ་།
 तैश्चापि तथागतैरियं धारणी भाषितुमारब्धा -	དེ་བཞིན་གཤེགས་པ་དེ་དག་གིས་གཟུངས་སྔགས་འདི་གསུངས་སོ་༎ ན་མ༔་སཔཏ་ནའམ།
 नमः सप्तानां सम्यक्संबुद्धकोटीनाम् ।	སམ་མྱ་ཀསམ་བུདདྷ་ཀོ་ཏི་ནའམ།
 ॥ ० ॥ ॐ चले चुले चुन्ये स्वाहा ॥ ० ॥ + ॥ + ॥	ཏདྱ་ཐའ་། ཨཨོམ་ཙ་ལེ་ཙུནདེ་སབ༹འཧའ་།
 इयं सप्तसप्ततिसम्यक्संबुद्धकोटिभिरुक्का नाम धारणी ॥	གཟུངས་སྔགས་འདི་ནི་ཡང་དག་པར་རྫོགས་པའི་སངས་རྒྱས་བྱེ་བ་ཕྲག་བདུན་༄༣༧༥ཨ་༌༎ ཅུ་རྩ་བདུན་གྱིས་གསུངས་སོ་༎
 ततो रोमविवरादवतीर्य सूर्यप्रभो नाम रोमविवरः । तत्रानेकानि बोधिसत्त्वकोटिनियुतशतसहस्राणि प्रतिवसन्ति ।	བ་སྤུའི་ཁུང་བུ་དེ་འདས་ནས་ཉི་མའི་འོད་ཅེས་བྱ་བའི་བ་སྤུའི་ཁུང་བུ་དེ་ན་བྱང་ཆུབ་སེམས་དཔའ་བྱ་བ་ཁྲག་ཁྲིག་བརྒྱ་སྟོང་དུ་མ་གནས་ཏེ་། 
 तस्मिन् सूर्यप्रभे रोमविवरे द्वादशशतसहस्राणि कनकमयानां पर्वतानां प्रतिवसन्ति । तस्मिन् पर्वते द्वादश शृङ्गशतानि ।	ཉི་མའི་འོད་ཅེས་བྱ་བའི་བ་སྤུའི་ཁུང་བུ་དེ་ན་གསེར་གྱི་རི་ཁྲི་མ་གནས་ཏེ་། ཡོད་དེ་། རི་རེ་རེ་ཞིང་ཡང་རྩེ་མོ་ཉི་ཁྲི་ཉིས་སྟོང་ཡོད་ལ་མ་གནས་ཏེ་། ཡོད་དེ་། 
 तेषां पर्वतानां पार्श्वानि पद्मरागोपचितानि पार्श्वे	། རི་དེ་རེ་རེའི་དོས་ནི་རིན་པོ་ཆེ་པདམ་རའ་གས་མ་གནས་ཏེ་། ཡོད་དེ་། ། བརྒྱན་།
 दिव्यमणिरत्नखचितानि ।	ངོས་རེ་རེ་ཞིང་ཡང་ལྷའི་ནོར་བུ་རིན་པོ་ཆེའི་སྐྱེད་མོས་ཚལ་ཤིན་ཏུ་མཛེས་པ་།
 परमशोभमानान्युद्यानानि परमशोभितानि विचित्राणि सुरमणीयानि ।	ཤིན་ཏུ་དགའ་བར་བྱེད་པ་རྣམ་པ་སྣ་ཚོགས་དང་ལྷའི་རྫིང་བུས་བརྒྱན་པ་།
 दिव्यपुष्करिणीरमणीयानि च कूटागारशतसहस्राणि, दिव्यसुवर्णरत्नमयानि मुक्ताफलदामकलापप्रलम्बितानि,	ཁང་པ་བརྩེགས་མ་བརྒྱ་ཕྲག་སྟོང་དུ་མ་ནི་ལྷའི་གསེར་དང་རིན་པོ་ཆེ་ལས་བྱས་ཤིང་མུ་ཏིག་དང་དར་གྱི་ལྔ་ལྡི་ནི་བྲེས་།
 मुक्ताहारशतसहस्राणि प्रलम्बितानि ।	མུ་ཏིག་གི་སེ་མོ་དོ་བརྒྱ་དག་ནི་འཕྱང་ངོ་༎
 तेषां कूटागाराणामधो सारदो नाम चिन्तामणिरत्नम्, यत्तेषां बोधिसत्त्वानां सर्वोपकरणैरुपस्थानं करोति ।	ཁང་པ་བརྩེགས་མ་དེའི་ནང་ན་ཡིད་བཞིན་གྱི་ནོར་བུ་རིན་པོ་ཆེ་ཤ་རི་ད་ཀ་ཡོད་པས་ནི་བྱང་ཆུབ་སེམས་དཔའ་དེ་དག་ལ་ཡོ་བྱད་ཐམས་ཅད་ཀྱིས་བསྙེན་བཀུར་བྱེད་དོ་༎
