	@1b # // rnal 'byor spyod pa'i sa las nyan thos kyi sa /bam po dang po / dkon mchog gsum la phyag 'tshal lo // nyan thos kyis thams cad kyi bsdus pa'i [dd] sdom gyi tshigs su bcad pa ni / rigs dang gang zag rnams dang ni // nges par sbyor dang 'jig rten pa // 'jig rten 'das pa 'di la ni // mdor na sa ni 'di dag go // sdom ni / rigs dang 'jug dang nges 'byung ba'i // ming du byas pa'i sa gsum mo // de dag rnams ni mdor bsdu na //	10.0
yat bAhyam vAyuH vAyu gatam laGu tvam samadIraNa tvam anuupagatam anum upAdattam santi bahirDA pUrvA vAyavaH dakziNAH vAyavaH uttarAH vAyavaH paScimA vAyavaH sa rajasaH vAyavaH arajasaH vAyavaH parIttAH mahat gatAH vAyavaH viSvA vAyavaH	phyi rol rol ma zin pa dang / ma zin par gyur pa la rlung dang / rlung gi gyur pa dang / yang ba nyid dang / g-yo ba nyid yod pa gang yin pa ste / de yang 'di lta ste /	25.28305599182626
vEramBAH vAyavaH vAyu maNxalaka vAyavaH Bavati ca samayaH yat mahAn vAyu skanDaH samudAgataH vRkza agrAn api pAtayati kuxya agrAn api pAtayati parvata agrAn api pAtayati pAtayitvA nirupAdAnaH niganiH gacCati ye sattvAH cIvara karNikena vA paryezante tAlavRntena vA viDamanakena vA	phyi rol na shar gyi rlung dang / lho'i rlung dang / nub kyi rlung dang / byang gi rlung dang / rlung dmar dang / rlung dmar ma yin pa dang / rlung chung du dang / rlung chen po dang / khyab pa'i rlung dang / rnam par 'thor ba'i rlung dang / rlung gi dkyil 'khor dang / rlung gi tshogs chen po langs pa'i dus dang / shing ljon pa'i rtse mo 'dud par byed pa dang / rtsig pa'i rtse mo 'gul bar byed pa dang / ri'i rtse mo 'gul bar byed pa dang / 'gul bar byas nas kyang phyir mi 'ong bar 'gro ba dag dang / sems can dag gi gos dang / ta la'i lo ma dang / rlung yab kyi g-yab mos brtsal bar bya ba'i rlung dang / gzhan yang gang dag de lta bu dang mthun pa'i rlung dang yod pa gang yin pa ste /	59.1170518602255
iti vAyuH anyA upi evaMBAgIyaH SBsh	de ni phyi rol gyi rlung gi khams zhes bya'o //	56.3078153792848
AkASa DAtuH katamaH yat cakzuH sOziryam vA SBsh Srotra sOziryamvA GrANa sOziryamvA muKa sOziryamvA	de la nam mkha'i khams gang zhe na /	20.754755185789676
kaNWa sOziryamvA iti yena ca aByavaharati yatra vA aByavaharati yena vA aByavahriyate yad aDoBAgena praGarati iti yaH vA pura nar apya upi evaMBAgIyaH	mig sbubs yod pa dang / rna ba'i sbubs yod pa dang / sna sbubs yod pa dang / kha sbubs yod pa dang / mgrin pa sbubs yod pa dang / gang gis mid par byed pa dang / gang du mid par byed pa dang / gang @83b gis mid pa na smad kyi char 'dzag par byed pa dang / gzhan yang gang dag de lta bu dang mthun pa dag ste /	66.51143470617433
ayam ucyate AkASa DAtuH	de ni nam mkha'i khams zhes bya'o //	95.77687544292874
vijQAna DAtuH katamaH	de la rnam par shes pa'i khams gang zhe na /	93.18473818085411
yat cakzuH vijQAnam Srotra GrANa jihvA kAya manaH vijQAnam	mig gi rnam par shes pa dang / rna ba dang / sna dang / lce dang / lus dang / yid kyi rnam par shes pa gang yin pa'o //	94.07563351863523
tat punar cittam manaH vijQAnam ca	de yang sems dang / yid dang / rnam par shes pa yin te /	96.03554769924709
ayam ucyate vijQAna DAtuH	de ni rnam par shes pa'i khams zhes bya'o //	95.36818235570735
tatra mAna caritaH pudgalaH imam DAtu praBedam manasi kurvan kAye piNxa saMjQAm viBAvayati	de la gang zag nga rgyal spyad pa khams rab tu dge ba 'di dag yid la byed na / lus la ril por 'du shes pa rnam par 'jig par byed cing /	90.82381739074302
aSuBa saMjQAm ca pratilaBate	mi sdug pa'i 'du shes kyang 'thob par 'gyur la /	89.72508891423543
na ca punar tena unnatim gacCati	des khengs par yang mi 'gyur zhing /	82.38323254055447
mAnam pratanu karoti	nga rgyal yang srab mor byed la /	73.08158868731874
tasmAt caritAt cittam viSoDayati	nga rgyal spyad pa de las kyang sems rnam par sbyong bar byed do //	92.37255399618576
ayam ucyate DAtu praBedaH	de ni khams rab tu dbye ba zhes bya ste /	97.39838829273131
mAna caritasya pudgalasya carita viSoDanam Alambanam SBsh	gang za gang rgyal spyad pa'i spyad pa rnam par sbyong ba'i dmigs pa yin no //	87.7377875734229
tatra anApAna smRtiH katamA	de la dbugs rngub pa dang / dbugs 'byung ba gang zhe na /	61.531920859688206
ASvAsa praSvAsa AlambanA smRtiH iyam ucyate AnApAna smRtiH SBsh	dbugs rngub pa dang / dbugs 'byung ba'i dmigs pa dran pa gang yin pa ste / de la dbugs rngub pa dang / dbugs 'byung ba dran pa zhes bya'o //	86.71189415746451
tatra dvO= ASvAsO katamO	de la dbugs rngub pa yang rnam pa gnyis te /	92.89886303381486
dvavO ASvAsaH ntara ASvAsaH ca dvO praSvAsO katamO	gnyis gang zhe na / dbugs rngub pa dang / bar du dbugs rngub pa'o //	88.38076537505547
dvO praSvAsa untara praSvAsaH ca	dbugs 'byung ba yang rnam pa gnyis te / gnyes gang zhe na / dbugs 'byung ba dang / bar du dbugs 'byung ba'o //	80.69434956213819
tatra SvAsaH yaH praSvAsa samanantaram antarmuKaH vAyuH pravarttate yAvat na aBI pradeSAt	de la dbugs rngub pa ni / dbugs byung ba'i 'jug thogs su kha nang du bltas pa'i rlung lte ba'i phyogs yan chad du nang du 'jug pa gang yin pa ste / de ni dbugs rngub pa zhes bya'o //	90.97284129129409
tatra antarASvAsaH yaH uparatesmin= ASvAse na tAvat praSvAsaH utpadyate	de la bar du dbugs rngub pa ni / dbugs rngub pa de chad nas / re zhig dbugs 'byung bam byung gi bar du /	91.36880021013019
yad antarAla viSrAma sTAna sahagataH itvarakAlInaH tad anusadRSaH vAyuH utpadyate	dus chung du zhig ngal bso ba dang ldan pa'i gnas skabs na de dang 'dra ba'i rlung nang du 'jug pa gang yin pa ste /	83.0566782548978
ayam ucyata intara ASvAsaH	de ni bar du dbugs rngub pa zhes bya'o //	83.03270903447779
yaTA ASvAsaH ntara ASvAsaH ca evam praSvAsa untarantaH	dbugs rngub pa dang / bar du dbugs rngub pa ji lta ba bzhin du / dbugs 'byung ba dang / de ni dbugs rngub pa zhes bya'o //	85.69560551942428
praSvAsaH ca veditavyaH	par du dbugs 'byung ba yang de bzhin du rig bar bya'o //	76.81428354127067
tatra ayam viSezaH	de la bye brag ni 'di yod de / kha phyir bltas @84a * //	94.11227522577559
bahirmuKaH vAyuH pravartate bahis nABI deSam upAdAya	pa'i rlung lte ba'i phyogs yan chad nas kha'am /	78.57719198862712
yAvat muKa agrAn nAsikA agrAt tatas vA punar bahis	sna'i rtse mo'am / de las phyi rol tshun chad kyi bar du phyir 'byung ba yin no zhes brjod par bya'o //	68.3418503765245
dvO= ASvAsa praSvAsa nidAnO	dbugs rngub pa dang / dbugs 'byung ba dag gi rgyu ni rnam pa gnyis te /	93.6969688274491
katamO dvO	gnyis gang zhe na /	93.52126364958913
tadA akze pakam ca karma	de la 'phen par byed pa'i las dang / lte ba'i phyogs sbubs yod pa'am /	78.74702140263149
nABI pradeSa sOziryam ca tatas vA SBsh  punar utpannaMyat kAya sOziryam	lus la bde bas lhag pa'i sbubs yod pa'o //	65.11490032788737
dvO= ASvAsa praSvAsayoH saMniSrayO katamO	dbugs rngub pa dang / dbugs 'byung ba dag gi rten ni rnam pa gnyis te /	93.57368062399736
dvO kAyaScittam ca	gnyis gang zhe na / lus dang / sems so //	76.13246287369147
tat kasya hetoH kAya saMnnisanni SritAH citta saMnnisanni	de ci'i phyir zhe na / lus la yang brten /	53.50406810215541
SritAH ca ASvAsa praSvAsAH pravartante	sems la yang brten nas dbugs rngub pa dang / dbugs 'byung ba dag 'byung ba'i phyir ro //	92.7767792777885
te ca yaTAyogam sa ced kAya saMnniSritAH eva pravarteran	de yang ci rigs su sbyar ro // gal te lus la brten pa kho na las 'byung bar gyur na ni /	91.40342529022418
asaMjQi samApannAnAm niroDa samApannAnAm asaMjQi sattvezu devezu upapannAnAm sattvAnAm pravarteran sa ced citta sanniSritAH eva pravartteran tena ArUpya samApanna upapannAnAm sattvAnAm pravarteran	'du shes med pa la snyoms par zhugs pa dang / 'gog pa la snyoms par zhugs pa dang / 'du shes med pa'i sems can lha rnams kyi nang du skyes pa rnams la yang 'byung bar 'gyur ro // gal te sems can la brten pa kho na las 'byung bar 'gyur na ni des na gzugs med pa la snyoms par zhugs pa dang / skyes pa'i sems can rnams la yang 'byung bar 'gyur ro //	82.9257505035701
sa ced kAya sanniSritAH citta sanniSritAH pravarteran	gal te lus la yang brten / sems la yang brten nas 'byung bar gyur na ni de yang ci rigs pa ma yin te /	85.5263924965964
te ca na yaTAyogam tena caturTa DyAna samApanna upapannAnAm kalala gata anAQca arbuda gatAnAm peSI gatAnAm sattvAnAm pravarteran	des na bsam gtan bzhi pa la snyoms par zhugs pa dang / skyes pa'i sems can dang / mer mer por gyur pa dang / nur nur por gyur pa dang / ltar ltar por gyur pa'i sems can rnams la yang 'byung bar 'gyur ba zhig na /	91.2102002897582
na ca pravarttate tante	'byung bar yang mi 'gyur te /	74.40153463955583
tasmAt ASvAsa praSvAsAt kAya sanniSritAH ci tasmAt ASvAsa praSvAsAH kAya sanniSritAH ci	de lta bas na dbugs rngub pa dang / dbugs 'byung ba dag ni lus la yang brten / sems la yang brten nas 'byung bar 'gyur te /	90.18036081652463
ttasanniSrita ASva pravarttante tena yaTAyogam	de yang ci rigs su sbyar ro //	74.33036271731058
dve ASvAsa praSvAsayoH gatI	dbugs rngub pa dang / dbugs 'byung ba dag gi bgrod pa ni rnam pa gnyis te /	91.54136725898344
katame dve	gnyis gang zhe na /	88.48949914229543
ASvAsayoH aDogatiH	dbugs rngub pa dag gi bgrod pa ni thur du'o //	89.11966560197914
praSvAsayoH UrDva gatiH	dbugs 'byung ba dag gi bgrod pa ni gyen du'o //	92.2572120301267
dve ASvAsa praSvAsayoH BUmI	dbugs rngub pa dang / dbugs 'byung ba dag ni sems can rnam pa gnyis te /	88.95180010795593
katame dve	gnyis gang zhe na /	88.48949318183095
OdArikam ca sOziryam sUkzmam ca sOziryam	sbubs rags pa yod pa dang / sbubs @84b phra ba yod pa'o //	90.21023261958156
tatra OdArikam sOziryam nABI pradeSam upAdAya	de la sbubs rags pa yod pa gang zhe na /	80.83392477035522
yAvat muKa nAsikA dvAram	lte ba'i phyogs yan chad nas kha dang sna'i bar ram /	74.8101116936162
muKa nAsikA dvAram upAdAya SBsh yAvat nABI pradeSa sOziryam	kha dang sna man chad nas lte ba'i phyogs kyi bar yan chad sbubs rags pa yod pa'o //	83.50508205176229
sUkzma sOziryam katamat	sbubs phra ba yod pa gang zhe na /	86.78122545691097
sarvaMkAya gatAni romakUpAni pAH	lus thams cad dang ldan pa'i sbu'i khung bu rnams so //	85.87440234964544
catvAri ASvAsa praSvAsAnAm paryAya nAmAni	dbugs rngub pa dang / dbugs 'byung ba dag gi ming gi rnam grangs 'di ni rnam pa bzhi ste /	88.43918864473966
katamAni catvAri	bzhi gang zhe na /	82.67025870747037
vAyavaH AnApAnAH ASvAsa praSvAsAH kAya saMskArAH ca iti	rlung dang / dbugs 'ong ba dang / dbugs 'gro ba dang / dbugs rngub pa dang / dbugs 'byung ba dang / lus kyi 'du byed dag go //	86.93355605186262
tatra anyEH vAyuBiH sADAraNam paryAya nAmA ekam	de la 'di lta ste /	50.682220032340595
yat uta vAyuH iti	rlung zhes bya ba ni rlung gzhan dag dang ming gi rnam grangs gcig ste /	69.81219500965543
asADAraNAni tad anyAni trINi	thun mongs ba yin no // de las gzhan pa gsum po dag gi thun mong ma yin pa'o //	74.22296934102933
dvO= apakza AlO= a aSva apraSvAsa prayuktasya	dbugs rngub pa dang / dbugs 'byung ba dag la brtson pa'i skyon ni rnam pa gnyi ste /	87.74704147177479
katamO dvO	gnyis gang zhe na /	93.52126364958913
aSiTila prayoga tA ca	sbyor ba ha cang lhod pa dang / sbyor ba ha cang dam pa'o //	82.87750840187073
satya aByavazwabDa prayoga tAca tatra aSiTila prayoga tayA kOsIdya prAptasya styAnam idDam vA cittam paryavanaha hi a	de la sbyor ba ha cang lhod pas ni le lo dang ldan pa'i sems rmugs pa dang / gnyid kyis kun nas dkris pa'am /	75.15780217294346
ti bahirDA vA vikzipyate	sems phyi rol du rnam par g-yeng bar byed do //	87.05764378385341
taTA aByavazwabDa prayuktasya kAya vEzamyam ca utpadyate	de la sbyor ba ha cang dam pas ni lus la gnod pa'am /	72.75572258065776
citta vEzamyamvA	sems la gnod pa skyed par byed do //	71.67725613382127
kaTam kAya vEzamyam utpadyate	de la ji ltar na lus la gnod pa skyed par byed ce na / mthu kar bor te /	83.36829811289448
bala aBinigraheNa anASvAsa praSvAsa an aBinizpIxayataH kAye vizamAH vAyavaH pravartante yesya tat praTamatas tezu tezu aMga pratyaFgezu sPuranti ye sPArakAya sPurakA	dbugs rngub pa dang / dbugs 'byung ba dag gis gnod par 'gyur ba'i lus la rlung mi mnyam pa dag 'jug par 'gyur zhing / de dag gis dang po kho nar de'i yan lag dang / nying lag de dang de dag khyab par byed de /	81.67180086189633
iti ucyante	de dag ni khyab byed ces bya'o //	89.302126010259
te punar sPurakAH vAyavaH vivardDamAnAH rujakAH Bavanti	rlung khyab byed de dag rnam par 'phel ba na nad byed ces bya ba dag tu 'gyur zhing /	87.31812573788775
yepi etezu aMga pratyaMgezu rujam utpAdayanti	de dag gis de'i yan lag dang nying lag de dang de dag la nad skyed par byed de /	77.0536277266601
idam ucyate kAya vEzamyam	de ni lus la gnod pa zhes bya'o //	82.74369321149938
kaTam citta vEzamyam utpadyate	ji ltar na sems la gnod pa skyed par byed ce na /	88.9464346778636
cittam va asya vikSipyate	de'i sems rnam par g-yeng bar byed pa'am /	82.36613183929806
prAk asO na vA dOrmanasya upAyAsena aBiBUyate	yid mi bde ba'am / 'khrug pa rab tu mang po dag gis zil gyis gnon par byed de /	84.63562930055826
evam citta vEzamyam utpadyate	de ltar na sems la gnod pa skyed par byed pa yin no //	87.08429144046926
SBsh asyAH AnApAna smRteH paQcaviDaH paricayaH veditavyaH	dbugs rngub pa dang / dbugs 'byung ba 'di la yongs su sbyang ba rnam pa lnga yod par rig par bya @85a * // ste ; lnga gang zhe na /	84.02181258233166
tat yaTA gaNanA paricayaH skanDa avatAra paricayaH	'di lta ste /	26.776674839166493
pratItyasamutpAda avatAra paricayaH satya avatAra paricayaH zoxaSa AkAra paricayaH ca	bgrang bas yongs su sbyang ba dang / phung po la 'jug pas yongs su sbyang ba dang / rten cing 'brel bar 'byung ba la 'jug pas yongs su sbyang ba dang / bden pa la 'jug pas yongs su sbyang ba dang / rnam pa bcu drug gis yongs su sbyang ba'o //	80.56008594495945
tatra gaNanA paricayaH katamaH	de la bgrang bas yongs su sbyang ba gang zhe na /	94.4468168628459
samAsatas caturviDaH gaNanA paricayaH	bgrang bas yongs su sbyang ba ni rnam pa bzhi ste / mdor bsdu na rnam pa bzhi ni 'di lta ste /	84.95941985173783
tat yaTA ekEka gaNanA dvaya eka gaNanA anuloma gaNanA pratiloma gaNanA ca	re re nas bgrang ba dang / zung du bgrang ba dang / rjes su mthun par bgrang ba dang / rjes su mi mthun par bgrang ba'o //	91.65334944500108
tatra ekEka gaNanA katamA	de la re re nas bgrang ba gang zhe na / dbugs rngub pa dang / dbugs 'byung ba la dmigs pa dang ldan pa'i dran pas /	69.98562012829031
yadA ASvAsaH pravizwaH Bavati	gang gi tshe dbugs rngub pa brngubs pa de'i tshe /	88.97263150215149
tadA ASvAsa praSvAsa upanibadDayA smRtyA ekam iti gaNayati	gcig ces bgrang bar byed pa dang / gang gi dbugs rngub pa 'gags te /	73.1411044831194
yadA ASvAse nirudDe praSvAsaH utpadya nirgataH Bavati	dbugs 'byung ba 'thon zhing byung bar gyur pa de'i tshe na / gnyis zhes bgrang bar byed cing de ltar bgrang ba'i grangs de dag ha cang yang mi nyung /	65.60497810525378
tadA dvitIyam gaNayati evam yAvat daSa gaNayati	ha cang yang mi mang bar bcu'i bar du bgrang bar byed pa de ni /	75.62031974104471
ezA hi gaNanA saMKyA na ati saMkziptAH na ati vistarAH iyam ucyate ekEka gaNanA	re re las bgrang ba zhes bya'o //	53.441375911255996
dvaya eka gaNanA katamA	zung du bgrang ba gang zhe na /	87.98905475677982
yadA ASvAsaH pravizwaH Bavati nirudDaH ca	gang gi tshe dbugs rngub pa brngubs te 'gags par gyur nas /	87.1192254292763
praSvAsaH utpannaH Bavati nirgataH ca tadA ekam iti gaNayati	dbugs 'byung ba 'thon zhing byung bar gyur pa de'i tshe na /	79.17209110502564
anena gaNanA yogena yAvat daSa gaNayati iyam ucyate dvaya eka gaNanA	gcig ces bgrang bar byed cing bgrang ba'i tshul des bcu'i bar du bgrang bar byed pa de ni zung du bgrang ba zhes bya ste /	94.13945443384793
ASvAsam ca praSvAsam ca idam dvayam ekatyam aBisaMkzipya ekam iti gaNayati tena ucyate dvaya eka gaNanA	dbugs rngub pa dang / dbugs 'byung ba de gnyis gcig tu bsdus nas gcig ces bgrang bar byed pa nas / de'i phyir zung du bgrang ba zhes bya'o //	88.97985526460023
anuloma gaNanA katamA	rjes su mthun par bgrang ba gang zhe na /	88.83042251772997
anayA eva ekEka gaNanayA	re re nas bgrang ba'am /	70.78564977645874
dvaya eka gaNanayA vA anulomam yAvat daSa gaNayati	zung du bgrang pa 'dis gcig nas bcu'i bar du grangs kyi lugs bzhin du bgrang ba ste /	86.76495274674878
SBsh  iyam ucyate anuloma gaNanA	de ni rjes su mthun par bgrang ba zhes bya'o //	87.77815356153123
pratiloma gaNanA katamA pratilomam daSe upAdAya nava azwO	rjes su mi mthun par bgrang ba gang zhe na /	78.45544560993014
sapta zax paMca yAvat ekam gaNayati	bcu nas bzung ste dgu dang / brgyad dang / drug dang / lnga dang / gcig gi bar du grangs gcig gi lugs dang mi mthun par bgrang ba ste /	78.2807228238506
iyam ucyate pratiloma gaNanA	de ni rjes su mi mthun par bgrang ba zhes bya'o //	92.32029399871826
yadA saH ekEka gaNanAm niSritya	de gang gi tshe re re nas bgrang ba'am /	86.77683901786804
dvaya eka gaNanAmvA anuloma gaNanAyAm pratiloma gaNanAyAm ca kRta paricayaH Bavati	zung du bgrang ba la brten nas @85b rjes su mthun par bgrang ba dang / rjes su mi mthun par bgrang ba la yongs su sbyang bar gyur cing /	92.94524461993493
na ca asya antarAt cittam vikzipyate	bar du de'i sems rnam par mi g-yeng la /	87.60412645339966
avikzipta cittaH ca gaNayati	sems rnam par g-yeng ba med pas bgrang bar byed pa de'i tshe na /	81.4595751945789
tadA asya uttara gaNanA viSezaH vyapadiSyate	de la gong du bgrang ba'i khyad par brjod par bya ste /	83.21955013275146
katamaH gaNanA viSezaH	de la bgrang ba'i khyad par gang zhe na /	91.11652909837117
ekEka gaNanayA vA	re re nas bgrang ba'am /	86.79587141672769
dvaya eka gaNanayA vA dvayam ekam kRtvA gaNayati	zung du bgrang bas gnyis gcig tu byas te bgrang bar byed pa'o //	88.24953627108287
tatra dvaya eka gaNanayA catvAraH ASvAsa praSvAsAH ekam Bavati	de la zung du bgrang bas gnyis gcig tu byas te / bgrang ba ni dbugs rngub pa dang / dbugs 'byung ba bzhi la gcig tu 'gyur ro //	93.17862555642253
ekEka gaNanayA punar ASvAsa praSvAsaH ca ekam Bavati evam yAvat daSa gaNayati	re re nas bgrang bas gnyis gcig tu byas te ; bgrang na ni dbugs rngub pa dang / dbugs 'byung ba gnyis la gcig tu 'gyur te / de lta bus bcu'i bar bu bgrang bar byed do //	89.22302854124665
evam uttarottara vRdDyA yAvat Satam api ekam kRtvA gaNayati	de ltar gong nas gong du bskyed nas brgya'i bar du yang gcig tu byas te /	89.18762101708631
tadA Sata eka gaNa nayA AnupUrveNa yAvat daSa gaNayati evam asya gaNanA prayuktasya yAvat daSa ekam kRtvA gaNayati	bgrang bar byed cing brgya gcig tu bgrang ba des rim gyis bcu'i bar du yang bgrang bar byed do // de ltar bgrang ba la brtson pa bcu bcu'i bar du gcig tu byas te /	89.20272996838602
yAvat ca daSa paripUrayati tayA daSa eka gaNanayA na ca asya uttarAt cittam vikzipyate iyatA tena gaNanA paricayaH kRtaH Bavati	bgrang bar byed pa de'i bcu tshang gi bar du bcu gcig tu bgrang ba des de'i sems bar du rnam par g-yeng bar mi 'gyur na de tsam gyis na de bgrang bas yongs su sbyang ba byas pa yin no //	86.8856507398314
tasya ca gaNanA prayuktasya sa ced antarAt cittam vikzipyate tadA punar pratinivarti a Aditas gaNayitum AraBate	bgrang ba la brtson pa de gal te bar du sems rnam par g-yengs par gyur na yin no // / de'i tshe phyir yang gzhi nas bslangs te /	77.96252138550489
anulomamvA	rjes su mthun pa'am /	69.92227487337021
pratilomamvA	rjes su mi mthun pa'i dang po nas bzung ste / bgrang ba rtsom par byed do //	50.50342351511905
yadA ca asya gaDayAt cittam svarasena eva bAhi mArga svarasa vAhi mArgeNa eva SBsh	gang gi tshe ba grang ba yongs su byang bas de'i sems de rang gi rang gi dang kho nas phyi rol gyi lam du ma 'jug cing /	68.7944318259498
samArUXam ASvAsa praSvAsa Alambana upanibadDam avyavacCinnam nirantaram	dbugs rngub pa dang / dbugs 'byung ba'i dmigs pa dang / 'phral la bar chang med par rgyun du 'jug par 'gyur zhing /	88.11673333077663
pravartta mAse ASvAsase pravRtti grAhakam	dbugs rngub pa dang 'jug par yang 'jug par 'dzin la dbugs rngub pa ldog pa na yang ldog par 'dzin cing /	79.66359181004711
nirudDe ASvAse praSvAsa SUnya avasTA grAhakam pravRtte praSvAse pravRtti grAhakam	dbugs 'byung bas stong ba'i gnas skabs su 'dzin pa dang / dbugs 'byung ba 'jug pa na yang 'jug par 'dzin cing /	89.03711504818911
nivRtte punar nivRtti grAhakam	ldog pa na yang ldog par 'dzin cing / dbugs rngub pas stong pa'i gnas skabs su 'dzin pa mi g-yo mi 'gyur zhing /	80.7094182119724
avikaMpyam avicalam avikzepa AkAram	rnam par g-yeng ba med pa'i rnam pa dang / mngon par dga' @86a * //	81.95862462969978
sa aBirAmam ca pravarttate	ba dang bcas pas 'jug par gyur na /	76.8570273263114
iyatA gaNanA BUmi samatikramaH Bavati	de tsam gyis na bgrang ba'i sa las yang dag par 'das pa yin te /	88.45173715858
punar tadA gaNayitavyam Bavati	des yang bgrang bar bya ba med pa yin pas /	84.62803076588831
na anyatra ASvAsa praSvAsa Alambanam cittam upanibaDyate	dbugs rngub pa dang / dbugs 'byung ba'i dmigs pa la sems nye bar gtod pa 'ba' zhig byed do //	89.90362736674278
ASvAsa praSvAsAH anugantavyAH ca aBilakzayitavyAH ca sa antara ASvAsa praSvAsAH sa pravRtti nivRtti avasTAH ayam ucyate gaNanA paricayaH	dbugs rngub pa dang / dbugs 'byung ba'i bar skabs su dbugs 'byung ba dang / dbugs rngub pa 'jug pa dang / ldog pa'i gnas skabs dag rjes su rtogs par bya zhing / nye bar shes par bya ba kho nar zad de /	88.42450202118994
sa Kalu eza gaNanA paricayaH mRd u indriyANAm vyapadiSyate	de ni bgrang bas yongs su sbyang ba zhes bya'o // bgrang bas yongs su sbyang ba de yang dbang po rtul po rnams la bstan pa yin te /	72.51032862257792
