	@289b rgya gar skad du / a'arya ma h'a san ni p'a ta ratna ke tu dh'a ra n'i n'a ma ma h'a y'a na s'u tra / bod skad du /'phags pa 'dus pa chen po rin po che tog gi gzungs zhes bya ba theg pa chen po'i mdo mdo; bam po dang po / de bzhin gshegs pa 'od zhi spos snang dpal la phyag 'tshal lo // tshangs pa chen po dbyangs can la phyag 'tshal lo // de la phyag btsas te bdud kyi 'khor gyis mi tshugs pa zhes bya ba'i zungs 'di sbyor bar bgyi'i / bdag gis rig sngags 'di grub par gyur cig / 'di lta ste / aa b'a me aa b'a me /	10.0
sadDarma parikzepakAnAm Arya apavAdakAnAm akRpa ASayAnAm sattvAnAm kAruNya arTam mahA kRpA vIrya bala udyogena	'phags pa la skur pa 'debs pa / snying rje med pa'i bsam pa can gyi sems can rnams la snying rje ba'i slad du snying brtse ba dang / brtson 'grus kyi stobs kyi brtson pa chen pos grang ba dang / dro ba dang / rlung dang / tsha ba dang / @374b ngal ba dang / chad pa dang du blang bar bgyi'o //	77.46402394583379
SIta uzNa vAta Atapa praSamanAya grAma nagara nigama janapada rAjaDAnIm padByAm upasaMkramAmi	grong dang / grong khyer dang / grong rdal dang / ljongs dang / yul dang / yul 'khor du rkang gis 'gro bar bya'o //	80.6249699062266
sattva hita arTam ca alpa rUkza virasa parama jugupsitam pratikUlam AhAram Bunajmi	sems can la phan par bgyi ba'i slad du rtsub pa dang / nyung ba dang / ro med pa / shin tu smad pa / mi mthun pa'i zas bza' bar bgyi'o // de dag gi dge ba'i rtsa ba bskyed pa'i slad du sbom pa / rtsub pa / reg na mi bde ba /	77.21165211921172
karpa asaMga cIvara pAMsu kUlAni prAvRNomi	sha na dang / shing bal dang / gso ma'i ras dang / phyag dar khrod kyi gos bgo bar bgyi'o //	78.62748831085044
parvata giri kandara vana zaNxa  rSam SayyA Asanam pariBunajmi	ri dang / ri sul dang / nags stug po dang / grong stong dang / dur khrod du gnas par bgyi ba nas rtsva'i mal cha dang / gso ma dang / shing gi 'dab ma rtsub pa / dri mi zhim pa / reg na mi bde ba'i mal cha spyad par bgyi'o //	70.73891109606168
upAya kOSalya mahA karuNA vIrya saMnAha saMnadDaH ham sattveByaH nAnA AdyAm kaTAm kaTayAmi	bdag gis thabs mkhas pa ndang / snying rje chen po dang / brtson 'grus kyi go cha bgos nas sems can rnams la gtam rnam pa sna tshogs bgyi ste / rgyal rigs rnams la ni /	90.11763566460431
kzatRyeByaH rAja ESvarya kaTAm kaTayAmi	rgyal srid dang / dbang phyug gi gtam bgyi'o //	87.15931769634815
brAhmaNeByaH veda nakzatra kaTAm kaTayAmi amAtyeByaH kurum iya	bram ze rnams la ni / rig byed dang / skar ma'i gtam dang / blon po rnams la ni /	87.47383904005005
janapada karmAnta kaTAm vEdyeByaH DAtvOzaDi sADana kaTAm vaNigByaH kraya vikraya kaTAm	yul dang las kyi mtha'i gtam dang / sman pa rnams la ni / khams dang / sman dang / sgrub pa'i gtam dang / tshong pa rnams la ni / nyo tshong gi gtam dang / dmangs rnams la ni /	86.18352628803012
kuwuMbiByaH karmAnta aBiniveSa kaTAm strIByaH varNa alaMkAra putra ESvarya Asapatna kaTAm	las kyi mtha' la mngon par zhen pa'i gtam dang / bud med rnams la ni /	66.24450372490051
SramaNeByaH kzAnti sOrati atri karma aBiyuktAm kaTAm kaTayAmi	kha dog dang / rgyan dang / bu dang / phyug pa dang / 'gran zla med pa'i gtam dang / dge sbyong rnams la bzod pa dang / @375a *// des pa dang / las gsum la brtson pa'i gtam bgyi'o //	72.0410994836196
sattva paripAkAya aprAptasya prAptaye niyunajmi anaDigatasya aDigamAya asAkzAtkRtasya sAkzAtkriyAyE	sems can yongs su smin par bgyi ba'i slad du ma thob pa thob par bgyi ba dang / mngon du ma bgyis pa mngon du bgyi bar gzud do //	88.7028329412599
amuktAnAm pramocanAya nAnA AdyAni duHKAni utsahAmi	ma thar pa rnams rab tu thar par bgyi ba'i slad du sdug bsngal rnam pa sna tshogs la spro bar bgyi'o //	85.40427002946335
sattva paripAkAya janapada caryAm carAmi	sems can yongs su smin par bgyi ba'i slad du yul thams cad du rgyu bar bgyi'o bar bgyi'o //	76.7460922757254
aTa ca punar ime sattvAH tatra mAm AkroSaMti pariBAzanti  DarmeNa aBUtena aByAKyAnti	// de lta mod kyi sems can 'di dag ni / de na bdag la gshe'o // mi snyan pa zer ro // phrag dog gi chos kyi rgyus bdag la 'khrig pa'i chos kyis med pa la skur pa 'debs so //	77.59782603291488
kuhana lapana mAyA SAWya mRzA vAda pAruzyEH strI vacanEH aByAKyAnti pAMsuBiH mAm avakiraMti	kha gsag dang / tshul 'chos pa dang / sgyu dang / g-yo dang / rdzun smra ba dang / zhe gcod pa dang / bud med kyi tshig dag gis skur pa 'debs so //	91.84715007949856
Sastra viza agni cakra tomara Sara Kaxga Sakti paraSvaDa SilA AyuDa vRzwiBiH mama vaDAya parAkramaMti	bdag la sas 'thor ro // bdag la gsad pa'i phyir mtshon dang / dug dang / me dang / 'khor lo dang / mda' bo che dang / mda' dang / ral gri dang / mdung dang / dgra sta dang / rdo dang / mtshon cha'i char 'bebs so //	86.5492370086452
hasti ASIviza siMha vyAGra vRza mahiza vRka mahA nagnAn ca mad vaDAya utsRjanti	bdag gsad pa'i phyir glang po che dang / sbrul sdug pa dang / sengge dang / stag dang / glang dang / ma he dang / spyang ki dang / phag rgod dang / tshan po che rnams kyang 'gyed do //	85.46477918225396
mama AvAsa vihAra kUwa agArAn ASucinA durganDena ApUrayanti	bdag gi gnas dang / gnas khang dang / gtsug lag khang yang mi gtsang ba dang / dri nga bas 'gengs so //	88.38236360825348
mad SrAvakANAm ca antar nagaram kurum iya anupravizwAnAm ime anAryAH sattvAH anAcAreNa nRtya gItena anuvicArinaH	bdag gi nyan thos grong khyer du bzhugs pa rnams la phan 'dogs pa ma yin pa'i sems can rnams @375b kyis glu dang gar tshul ma yin pa byed du 'dzud do //	85.7162166171478
anekEH Sata sahasra upAyEH mad vaDAya udyuktAH	thabs brgya stong du mas bdag gsad pa'i phyir brtson no //	88.31226753578717
SAsana antarDAnAya ca Darma netrI pradIpa nirvANAya Darma Dvaja prapAtanAya DarmanA OpraBedAya mad Darma yajQO= akiraNAya udyuktAH	bdag gi bstan pa nub par bya ba dang / chos kyi tshul gyi sgron ma gsad pa dang / chos kyi grub shig pa dang / chos kyi rgyal mtshan bsnyal ba dang / bdag gi chos kyi mchod sbyin rnam par gtor ba'i phyir brtson no //	91.40408639781606
tat Kalu etarhi sarve budDAH BagavantaH tezAm budDAnAm BagavatAm DarmanetrIm vyavalokayanti	da sangs rgyas bcom ldan 'das rnams kyis sangs rgyas bcom ldan 'das de dag gi chos kyi tshul la gzigs te /	87.14919585709386
yaTA tEH budDEH BagavadBiH asmim klizwe paMcakazAye budDa kzetre mahA sannipAtam kRtvA sadDarma netrI cira sTiti arTam sarvam Ara bala vizaya pramardana arTam tri ratna vaMSa sTiti anupacCeda arTam sattvAnAm kuSala mUla varDana arTam sarva amitra para pravAdi sahaDarma nigraha arTam sattvAnAm kali kalaha durBikza roga para cakra banDana vigraha vivAda akAla SIta uzNa vAta vRzwi vAyukA yavAc manaH doza kudRzwi praSamana arTam sarva deva nAga yakza manuzya amanuzya Avarjana arTam sarva gRha grAma nigama rAzwra rakzaNa arTam sarva SAWya vizakAKorda mohana duHsvapna durnimitta vinASana arTam kurum iya sarva DAnya ozaDi Pala puzpa rasa sattva upajIvya arTam kzatriya brAhmaNa viS SUdra kuSala caryA niyojana arTam boDi citta utpAdana arTam pAramitA avatAraNa arTam boDisattvAnAm mahAsattvAnAm upAya jQAna kOSalya smRti mati gati SOrya pratiBAna vivRdDi arTam	ji ltar sangs rgyas bcom ldan 'das de dag gis sangs rgyas kyi zhing nyon mongs pa can snyigs ma lnga dang ldan pa 'dir 'dus pa chen po mdzad nas dam pa'i chos kyi tshul yun ring du gnas par bgyi ba dang / bdud kyi stobs kyi yul thams cad rab tu gzhom pa dang / dkon mchog gsum gyi rigs gnas pa rgyun mi chad par bgyi ba dang / sems can rnams kyi dge ba'i rtsa ba 'phel bar bgyi ba dang / dgra dang phas kyi rgol ba thams cad chos dang mthun pas tshar gcad pa dang / sems can rnams kyi 'thab pa dang / rtsod pa dang / mu ge dang / nad dang / pha rol gyi dmag tshogs dang / 'ching ba dang / 'gyed pa dang / rgol ba dang / dus ma yin par grang ba dang / tsha ba dang / char ba dang / rlung dang / lus dang / ngag dang / yid kyi nyes pa dang / lta ba ngan pa ya nga ba rab tu zhi bar bgyi ba dang / lha dang / klu dang / gnod sbyin dang / lha ma yin dang / mi dang / mi ma yin pa thams cad 'dun par bgyi ba dang / khyim dang / grong dang / grong khyer dang / @376a *// grong rdal dang / yul 'khor thams cad bsrung ba dang / g-yo dang / dug dang / byad dang / rmongs byed dang / rmi lam ngan pa dang / ltas ngan pa thams cad gzhil ba dang / 'bru dang / sman dang / me tog dang / 'bras bu dang / bcud thams cad kyis sems can nye bar 'tsho bar bgyi ba dang / rgyal rigs dang / bram ze dang / dmangs rigs dang / rje'u rigs rnams dge ba spyod pa la gzud pa dang / byang chub kyi sems rab tu bskyed pa dang / pha rol tu phyin pa rnams la gzud pa dang / byang chub sems dpa' sems dpa' chen po rnams thabs shes pa la mkhas pa dang / dran pa dang / blo gros dang / rtog pa dang / mos pa dang / dpa' ba dang / brtan pa dang / spobs pa rnam par 'phel bar bgyi ba dang / dbang bskur ba'i sar dbugs dbyung ba la 'dzud cing ye shes kyi pha rol tu 'gro bar bgyi ba'i slad du sngon gyi de bzhin gshegs pa dgra bcom pa yang dag par rdzogs pa'i sangs rgyas de dag gis chos mnyam pa nyid rdo rje lta bu brten pa'i chos kyi snying pos lus 'joms pa zhes bgyi ba'i gzungs phyag rgya dang / tshig rab tu dbye ba la 'jug pa lung bstan pa'i chos kyi rnam grangs 'di bshad cing byin gyis brlabs te gcig la gcig dgyes pa de 'di ltar sangs rgyas bcom ldan 'das da ltar phyogs bcu na bzhugs shing 'tsho la gzhes pa dag sangs rgyas kyi zhing snyigs ma lnga dang ldan pa 'dir @376b dri ba'i phyir gshegs te bzhugs pa de dag thams cad kyis sangs rgyas kyi zhing bsrung ba'i slad du chos mnyam pa nyid rdo rje lta bu brten pa'i chos kyi snying pos lus 'joms pa zhes bya ba'i gzungs phyag rgya dang /	10.0
aBizeka BUmi samASvAsa avatAra jQAna pAraMgama arTam tEH pUrvakEH taTAgatEH arhadBiH samyaksaMbudDEH ayam vajra Darma sama tA pratItya Darma hRdaya samucCraya viDvaMsanI DAraNI mudrA pada praBeda praveSa vyAkaraNaH Darma paryAyaH BAzitaH DizWitaH nyonyam anumoditaH te sADu evam eva etarhi ye daSasu dikzu budDAH BagavantaH tizWaMtaH DriyantaH yApayaMta iha mama budDa kzetre paMcakazAye pRcCA samAgatAH sannizaNNAH sannipatitAH te sarve	tshig rab tu dbye ba la 'jug pa lung bstan pa'i chos kyi rnam grangs 'di dam pa'i chos kyi tshul yun ring du gnas par phyag rgya dang / bgyi ba dang /	10.0
sya budDa kzetrasya ArakzAyE imam vajra Darma sama tA pratItya Darma hRdaya samucCraya viDvaMsanI DAraNI mudrA pada praBeda praveSa vyAkaraNam	bdud kyi yul gyi stobs thams cad rab tu gzhom pa dang phyag rgya dang / bgyi ba dang /	59.983130467003896
Darma paryAyam BAzaDvam aDitizWata anyonyam BAzitam anumodaDvam sadDarma netrI cira sTitaye sarva mAra vizaya bala pramardana arTam yaTA pUrva uktam vistareNa yAvat anAvaraNa jQAna pAraMgama arTam	/ ji ltar gong du rgyas par brjod pa bzhin du sgrib pa med pa'i ye shes kyi pha rol tu 'gro bar bgyi ba'i slad du bdag gis gsol ba btab pa la thugs brtse bar mdzad de /	62.960601017508125
anukaMpAyE mama aDyezaNAya yat iha budDa kzetre sat DarmanetrI ciram tizWet anatikramaNI sarva para pravAdiBiH avipralopa DarmiNI syAt tri ratna vaMSAnupacCedana arTAya ca Darma rasaH sarva sattva upajIvyaH kurumiya  syAt	sangs rgyas kyi zhing 'dir dam pa'i chos kyi tshul yun ring du gnas shing phas kyi rgol ba thams cad kyis mi tshugs pa dang / mi 'jigs pa'i chos can du 'gyur ba dang / dkon mchog gsum gyi rigs rgyun mi 'chad pa dang / chos kyi bcud kyis sems can thams cad nye bar 'tsho bar bgyi ba'i slad du legs par bshad du gsol / byin gyis brlab tu gsol / bshad nas kyang phan tshun rjes su dgyes par mdzad du gsol /	82.56170119652346
aTa te budDAH BagavaMtaH evam AhuH	de nas sangs rgyas bcom ldan 'das de dag gis 'di skad ces gsungs so //	87.03928267351581
evam etat avaSyam eva asmABiH budDa kAryam karaNIyam iha budDa kzetre Darma netrIm aDizWAsyAmaH cira sTitaye sarva mAra vizaya bala pramardanAya	de bzhin du bdag cag gis sangs rgyas kyi zhing 'dir sangs rgyas kyi mdzad pa lags kyang bgyi ste / chos kyi tshul yun ring du gnas par bgyi ba dang / bdud kyi yul gyi stobs thams cad rab tu gzhom pa nas sgrib pa med pa'i ye shes kyi pha rol tu 'gro bar bgyi ba'i bar gyi slad du byin gyis @377a *//	83.17956017002223
yAvat anAvaraNa jQAna pAraMgamAya yat imam vajra Darma sama tA pratItya Darma hRdaya samucCraya viDvaMsanI DAraNI mudrA pada praBeda praveSa vy Darma paryAyam BAzizyAmaH	brlab cing chos mnyam pa nyid rdo rje lta bu brten pa'i chos kyi snying pos lus 'joms pa zhes bya'i gzungs phyag rgya dang / tshig rab tu dbye ba la 'jug pa lung bstan pa'i chos kyi rnam grangs 'di bshad kyi /	82.84646495098978
SRNvantu sarva sattvAH ye kecid iha budDa kzetre ntargatAH  tat yaTA	gang su dag sangs rgyas kyi zhing 'dir gtogs pa'i sems can thams cad nyon cig / 'di lta ste / aam ka ra /	90.2148639739874
aFkara aFgara	aam ka ra / bham ka ra /	77.12471429506937
BaFkara praBaFkara	pra bham ka ra /	54.9622962474823
Bayam iha	bha ya mi ha; mi tra ma bha se / aa khe /	64.56660265457339
mitram Base	aa kha /	62.35620832443237
aKe aKam aMbare	aam ba re / do me / do mad te / ke bad te /	60.64776635724445
dome domante kevawwe keyUre	ke y'u re /	57.41110463575884
sama vahane	sa ma b'a ha ne /	70.26384112414192
samantaBadre	sa manta bha dre /	63.926338513692215
Darme Darme	dharme / dharme /	81.42521616991829
Darmake	dharma ke /	75.6229933608662
jaPale	dza pha le / mi tra aa nu p'a le /	65.21551345376407
mitra anuPale	pha la ba te /	63.75621925081525
Palavate	ga ne /	67.70800260135105
gaNe gaNa baraMte	ga ne; pa r'an te /	73.35964819004661
hili hili	hi li hi li / hi li hi li ke / dzambha ba te /	89.96655296242754
hilA hilake	ta ka te /	64.92768049240112
jaMBavate wakase wakaMte	ta ka ba r'a na te / hi rin te /	70.08350944519043
waka vara ante	shi rin te / bin du ba te /	59.10079931329798
gaNavahante	go bha he /	65.62062120437622
hirinte	dzu re mi tra /	64.10822741190593
Sirinte	dzu re /	70.35901880264282
vinduvate	dzu she /	64.08900833129883
govAhe jure mitrajure	aa gre /	31.587259531021118
juse agre	aa ba me /	70.51545691490173
abame satya taTatAm	sa sya ta th'a t'a na /	60.908252177031144
kurumiya  hulu hile	hu lu hi le /	83.79843422082755
candre	tsandre /	70.65995868047078
sama Darme	sa m'a dhi /	67.83060805002849
Darme	me dharma /	85.04127721353011
kucuru	ku tsu ru /	84.65595193342729
mucuru	mu tsu ru /	80.0819212956862
aciwwa cili cili	aa tsitta / tsi li tsi li /	79.73969240541811
cica vaha	li tsa ba ha /	70.41356352397374
culu culu	tsu lu tsu lu / mi tra ba ha /	68.05231285095215
mitravaha kulu kulu	ku lu ku lu /	61.39563509134146
sara sara	sa ra sa ra /	78.0780100272252
kuwu kuwu	ku tu ku tu /	75.44990414839525
mahA sara tuwu tuwu	ma h'a sa ra sa ra / tu tu tu tu; ma h'a sadya /	64.83309968312582
mahA Asatya hRdaya	hri da ya / pushpe /	66.43044662475586
puzpe supuzpe DUma parihAre aBaye rucire	su pushpe / dhu ma pa ri ha re /	66.27146577835083
karakze	aa bha ye / ru tsi ne ka ra kshe / aa ya mastu /	50.01198514302572
aBayam astu vivAha	bi ba ha /	56.88473033905029
titile	ti ti la /	87.35764622688293
mamale	ma ma le /	82.64498710632324
paSu aKa	p'a sha ka / shi shi ra shi shi ra /	71.4927975071801
SiSira loka vinAyaka vajre vajre Dare vajravate	lo ka bi n'a ya ka badzre badzre dha re badzre ba te /	92.35304645467463
vajra dade	badzre ma te /	88.46873276574271
cakra vajre cakre	badzre da de / tsakra badzre / tsa kre tsa ba te /	88.86944284439086
cavate Dare Dare	dha re dha re /	83.51387532552084
Bare Bare pUre ware	bha re bha re / p'u re ta re /	90.91906515757243
huhure	hu hu re /	75.18465518951416
BaMga vivare SarISa cili curu	bham ga bam ba re shva ra sha tsa tsi li tsu ru p'u re /	73.95764085224697
mUle maNxale	mantra ne /	63.582958069714635
maNxane	mantra ne /	65.11487926136364
gagaraNe	ga ga ra ne / mu dra ne /	67.87275643348694
mUxake sarva mUxake	@377b sarba m'u ha ne / dhi dhi ra ya ni /	62.87759742282686
DiDirayani	ma kha shva ra la ya ni /	63.15851020812988
maKiSvara layani	ri sha ni dza ni /	70.76445741123624
kurumiya  rizijani	dha ba ba tsi / tsanda la sa me /	74.53665681318803
Dara vaci caNxAla same sarva sasya aDizWAnAt Cidyantu vAhanA	sarba sa sya aa dhishth'a na aa dhishthi te / siddhyantu ma h'a n'am/	67.31840854087821
mamini	ni ni p'a la ra ti /	58.31138801574707
Pala rati oja agre	aom rdzo gre /	57.426883765629356
vicini	pi tsi ni /	69.8231334252791
vana raha	b'a na ha ra / bu pu re /	50.48305282592773
bubure guru guru muru muru	gu ru gu ru / mu ru mu ru /	86.4237260641875
hili hili hara hara	hi li hi li /	72.22452350763174
kAkaNxavaha hihitAm	ha la ha la / ka ka n'a da ba ha /	75.54399577309103
Ayuhana	hi hi ta ma /	65.9777617087731
kuNxa jvAla Base	aa yur ha na kanda dzva la /	79.59364114488874
gardane	bha se ga da ne /	70.93617070422454
Adahani	aa ta ha ni /	79.94106169847342
mArga aBirohaNi Pala satye	m'arga aa bhi ro ha ni / pha la sa tye /	63.26521587371826
Arohavati	aa ro sha ba ti /	65.04980083072887
hili hili yaTA vajaya	hi li hi li /	73.10708343065701
sva agra yaTA param ca hRdaya bAhasatya pariBAva	ya tha badzra ya sv'a gra ya tha / pa ra na tsa hri da y'a b'a ha satya pa ri bh'a ba /	60.98328307163651
mArga aBirohaNe acala budDi	m'arga aa bhi ro ha ne /	67.90717935562134
dada pracala pacaya	aa tsa la buddhi da da pra tsa la pa tsa ya /	72.25489248169794
piNxa hRdaya candra caraha	pinda hri da ya /	73.329882663839
acale	tsandra tsa ra te /	70.32602861053066
SoDane	aa tsa le sho dha ni / pra kri ti m'arge /	68.72428389957973
prakRti mArge ili ilile praBe sAra prate sarvatra taTatA satya anugate	ai li ai li le; pra bhe sa ra pra te / sarba tra th'a ta / satya aa nu ga te /	83.67583582609628
kurumiya  anAvaraNa brate	aa na ba ra na pra te /	70.68950250874396
alata	aa la tha /	74.1909788088365
aMgure SAmini	aam gu re / sha mi ni mi bra hm'a ba yo ha /	70.82148499922319
vibrahma vayaH hi ahita	aa hi ta /	47.33200240135193
avAhi	aa bha hi /	72.84684042497115
niravayava	ni ba ra ya ba /	56.01860260963441
acira mArga	aa tsi ra m'arga /	66.79721265368993
lana laGusare	la na largu sa re / t'i ranna bang she /	61.4723060131073
tri ratna vaMSe DarmakAya	dharma k'a ya / dza la tstshandre /	70.47760718209403
jvala candre samudravati	sa mu dra ba ti /	59.48908817066866
mahAdBUta vyaya samudra vegava	ma h'a da bhu ta bya ya /	55.08936667442321
DAraNI mudreNa maKimudra sura pratisaMvid amudra	su mu dra be g'a ba dha ra ni / mu dre na / mu khi mu dra / su ra pra ti sam bi dha / sa mu dra /	70.45638351896515
Avartani	a'a barta ni /	69.72271857942853
saMmoha skAra vidyuta rasena	sam mo haska ra /	53.319339724148016
kziti mudritaH si	bidyu ta ra se na kshi ti /	68.27335793000681
ye keci praTivI vA Aha	mu dri to si; ye ke tsida pra ti bhi b'a ha /	64.25444775157504
baha baha baha kIwaka bawa SEla pratItya hRdayena mudRtA DAraNI Dara Dara Dara	ba ha ba ha ba ha /	20.856799401735003
dantilA dantindAlA	ki ta ka pa ta / she la pra t'i tya hri da ye na mu dri t'a dha ra ni na / dha ra dha ra dha ra /	34.731777571351294
huska sarva hRdaya mudritaH si	d'a na ti la hu ksha sarba hri da ya /	77.12302152734054
jaxa javawwa jaKa vawa sumati mati	mu dri to si dzud do dza bad ta / dza kha ba ta / su ma ti pa ti /	56.62386336471095
mahAdBUta mudritA ye keci zaz Ayatana niSRtAH BUtAH ini mine sacane	ma h'a aad bh'u ta mu dri ta / yi ge cid / sha da ya ta na ni shri t'a bhu ta / ai na mi ne /	71.676746155419
Goza sacane mudritA caryA aDizWAna	sa tsa ne / go sha sa tsa ne / mu dri t'a / a'arya aa dhishth'a na bha pa th'a n'a /	65.3693914767638
vAkpaTAn anyaTA mahA puNya samuccaya avatAra mahA karuNayA mudritA	n+ya th'a ma h'a pu n+ye sa mu tstsha ya / aa ba t'a ra @378a *//	66.63664025250506
sarva samyak pratipad kurum iya	ma h'a k'a ru na ya /	62.158348038083034
cira rAtram jvalatu DarmanetrI sarve muni vRzaBA mahA karuNA samADi jQAna lABa balena mEtrI tyAga ati vIrya balena aDizWitA sarva BUta upacayAya	mu dri ta sarba sam mya ga pra ti bad tsi r'a dha tran dzva la tu dharma ne / tri sarbe mu ni bhi sha bha / ma h'a k'a ru na / sa m'a dhi / dzny'a na la bha ba len / mee tri tya ga / aa bhi b'i rya ba le na aa dhishthi te / sarba bh'u ta au pa tsa y'a ya sv'ah'a /	78.26929186227291
aTa tAvat eva sarva budDa kzetra antargatAH sarva sattvAH trizkRtvA evam AhuH	de nas de'i tshe sangs rgyas kyi zhing thams cad du gtogs pa'i sems can thams cad kyis 'di skad ces sangs rgyas dang / byang chub sems dpa' thams cad la phyag 'tshal lo //	85.75572082073224
namaH sarva budDeByaH	phyag 'tshal lo //	71.0213368733724
namaH namaH sarva budDeByaH iti	sangs rgyas thams cad la phyag 'tshal lo //	91.54438815560452
evam ca AhuH	zhes lan gsum smras nas 'di skad ces kyang smras so //	66.07753075493706
aho mahA AScaryaH muni sannipAtaH	kye ma'o thub pa 'dus pa ngo mtshar che'o //	90.76599335670471
aho mahA AScaryaH boDisattvAnAm mahAsattvAnAm mahA SrAvakANAm ca sannipAtaH	kye ma'o byang chub sems dpa' sems dpa' chen po rnams dang / nyan thos chen po rnams 'dus pa ngo mtshar che'o //	93.17134145555507
aho vata mahAH caryA adButa aSruta pUrvaH yam vajra Darma sama tA pratItya Darma hRdaya samucCraya viDvaMsanI DAraNI mudrA pada praBeda praveSa vyAc	kye ma'o chos mnyam pa nyid rdo rje lta bu brten pa'i chos kyi snying pos lus 'joms pa zhes bya ba'i gzungs phyag rgya dang / tshig rab tu dbye ba la 'jug pa lung bstan pa'i chos kyi rnam grangs ston pa'i bstan pa thams cad kyi tshul gyi dkon mchog gsum gyi rigs kyi byin gyi rlabs ston pa /	83.94534447243961
